node_id,motion_idx,frame_start,frame_end
141,0,6345,6390
142,0,6390,6435
143,0,6435,6480
144,0,6480,6525
145,0,6525,6570
146,0,6570,6615
147,0,6615,6660
148,0,6660,6705
149,0,6705,6750
150,0,6750,6795
151,0,6795,6840
152,0,6840,6885
153,0,6885,6930
154,0,6930,6975
155,0,6975,7020
156,0,7020,7065
157,0,7065,7110
158,1,0,45
159,1,45,90
160,1,90,135
161,1,135,180
162,1,180,225
163,1,225,270
164,1,270,315
165,1,315,360
166,1,360,405
167,1,405,450
168,1,450,495
169,1,495,540
170,1,540,585
171,1,585,630
172,1,630,675
173,1,675,720
174,1,720,765
175,1,765,810
176,1,810,855
177,1,855,900
178,1,900,945
179,1,945,990
180,1,990,1035
181,1,1035,1080
182,1,1080,1125
183,1,1125,1170
184,1,1170,1215
185,1,1215,1260
186,1,1260,1305
187,1,1305,1350
188,1,1350,1395
189,1,1395,1440
190,1,1440,1485
191,1,1485,1530
192,1,1530,1575
193,1,1575,1620
194,1,1620,1665
195,1,1665,1710
196,1,1710,1755
197,1,1755,1800
198,1,1800,1845
199,1,1845,1890
200,1,1890,1935
201,1,1935,1980
202,1,1980,2025
203,1,2025,2070
204,1,2070,2115
205,1,2115,2160
206,1,2160,2205
207,1,2205,2250
208,1,2250,2295
209,1,2295,2340
210,1,2340,2385
211,1,2385,2430
212,1,2430,2475
213,1,2475,2520
214,1,2520,2565
215,1,2565,2610
216,1,2610,2655
217,1,2655,2700
218,1,2700,2745
219,1,2745,2790
220,1,2790,2835
221,1,2835,2880
222,1,2880,2925
223,1,2925,2970
224,1,2970,3015
225,1,3015,3060
226,1,3060,3105
227,1,3105,3150
228,1,3150,3195
229,1,3195,3240
230,1,3240,3285
231,1,3285,3330
232,1,3330,3375
233,1,3375,3420
234,1,3420,3465
235,1,3465,3510
236,1,3510,3555
237,1,3555,3600
238,1,3600,3645
239,1,3645,3690
240,1,3690,3735
241,1,3735,3780
242,1,3780,3825
243,1,3825,3870
244,1,3870,3915
245,1,3915,3960
246,1,3960,4005
247,1,4005,4050
248,1,4050,4095
249,1,4095,4140
250,1,4140,4185
251,1,4185,4230
252,1,4230,4275
253,1,4275,4320
254,1,4320,4365
255,1,4365,4410
256,1,4410,4455
257,1,4455,4500
258,1,4500,4545
259,1,4545,4590
260,1,4590,4635
261,1,4635,4680
262,1,4680,4725
263,1,4725,4770
264,1,4770,4815
265,1,4815,4860
266,1,4860,4905
267,1,4905,4950
268,1,4950,4995
269,1,4995,5040
270,1,5040,5085
271,1,5085,5130
272,1,5130,5175
273,1,5175,5220
274,1,5220,5265
275,1,5265,5310
276,1,5310,5355
277,1,5355,5400
278,1,5400,5445
279,1,5445,5490
280,1,5490,5535
281,1,5535,5580
282,1,5580,5625
283,1,5625,5670
284,1,5670,5715
285,1,5715,5760
286,1,5760,5805
287,1,5805,5850
288,1,5850,5895
289,1,5895,5940
290,1,5940,5985
291,1,5985,6030
292,1,6030,6075
293,1,6075,6120
294,1,6120,6165
295,1,6165,6210
296,1,6210,6255
297,1,6255,6300
298,1,6300,6345
299,1,6345,6390
300,1,6390,6435
301,1,6435,6480
302,1,6480,6525
303,1,6525,6570
304,1,6570,6615
305,1,6615,6660
306,1,6660,6705
307,1,6705,6750
308,1,6750,6795
309,1,6795,6840
310,1,6840,6885
311,1,6885,6930
312,1,6930,6975
313,1,6975,7020
314,1,7020,7065
315,1,7065,7110
316,2,0,45
317,2,45,90
318,2,90,135
319,2,135,180
320,2,180,225
321,2,225,270
322,2,270,315
323,2,315,360
324,2,360,405
325,2,405,450
326,2,450,495
327,2,495,540
328,2,540,585
329,2,585,630
330,2,630,675
331,2,675,720
332,2,720,765
333,2,765,810
334,2,810,855
335,2,855,900
336,2,900,945
337,2,945,990
338,2,990,1035
339,2,1035,1080
340,2,1080,1125
341,2,1125,1170
342,2,1170,1215
343,2,1215,1260
344,2,1260,1305
345,2,1305,1350
346,2,1350,1395
347,2,1395,1440
348,2,1440,1485
349,2,1485,1530
350,2,1530,1575
351,2,1575,1620
352,2,1620,1665
353,2,1665,1710
354,2,1710,1755
355,2,1755,1800
356,2,1800,1845
357,2,1845,1890
358,2,1890,1935
359,2,1935,1980
360,2,1980,2025
361,2,2025,2070
362,2,2070,2115
363,2,2115,2160
364,2,2160,2205
365,2,2205,2250
366,2,2250,2295
367,2,2295,2340
368,2,2340,2385
369,2,2385,2430
370,2,2430,2475
371,2,2475,2520
372,2,2520,2565
373,2,2565,2610
374,2,2610,2655
375,2,2655,2700
376,2,2700,2745
377,2,2745,2790
378,2,2790,2835
379,2,2835,2880
380,2,2880,2925
381,2,2925,2970
382,2,2970,3015
383,2,3015,3060
384,2,3060,3105
385,2,3105,3150
386,2,3150,3195
387,2,3195,3240
388,2,3240,3285
389,2,3285,3330
390,2,3330,3375
391,2,3375,3420
392,2,3420,3465
393,2,3465,3510
394,2,3510,3555
395,2,3555,3600
396,2,3600,3645
397,2,3645,3690
398,2,3690,3735
399,2,3735,3780
400,2,3780,3825
401,2,3825,3870
402,2,3870,3915
403,2,3915,3960
404,2,3960,4005
405,2,4005,4050
406,2,4050,4095
407,2,4095,4140
408,2,4140,4185
409,2,4185,4230
410,2,4230,4275
411,2,4275,4320
412,2,4320,4365
413,2,4365,4410
414,2,4410,4455
415,2,4455,4500
416,2,4500,4545
417,2,4545,4590
418,2,4590,4635
419,2,4635,4680
420,2,4680,4725
421,2,4725,4770
422,2,4770,4815
423,2,4815,4860
424,2,4860,4905
425,2,4905,4950
426,2,4950,4995
427,2,4995,5040
428,2,5040,5085
429,2,5085,5130
430,2,5130,5175
431,2,5175,5220
432,2,5220,5265
433,2,5265,5310
434,2,5310,5355
435,2,5355,5400
436,2,5400,5445
437,2,5445,5490
438,2,5490,5535
439,2,5535,5580
440,2,5580,5625
441,2,5625,5670
442,2,5670,5715
443,2,5715,5760
444,2,5760,5805
445,2,5805,5850
446,2,5850,5895
447,2,5895,5940
448,2,5940,5985
449,2,5985,6030
450,2,6030,6075
451,2,6075,6120
452,2,6120,6165
453,2,6165,6210
454,2,6210,6255
455,2,6255,6300
456,2,6300,6345
457,2,6345,6390
458,2,6390,6435
459,2,6435,6480
460,2,6480,6525
461,2,6525,6570
462,2,6570,6615
463,2,6615,6660
464,2,6660,6705
465,2,6705,6750
466,2,6750,6795
467,2,6795,6840
468,2,6840,6885
469,2,6885,6930
470,2,6930,6975
471,2,6975,7020
472,2,7020,7065
473,2,7065,7110
474,2,7110,7155
475,2,7155,7200
476,2,7200,7245
477,2,7245,7290
478,2,7290,7335
479,2,7335,7380
480,2,7380,7425
481,2,7425,7470
482,2,7470,7515
483,2,7515,7560
484,2,7560,7605
485,2,7605,7650
486,2,7650,7695
487,2,7695,7740
488,2,7740,7785
489,2,7785,7830
490,2,7830,7875
491,2,7875,7920
492,2,7920,7965
493,2,7965,8010
494,2,8010,8055
495,2,8055,8100
496,2,8100,8145
497,2,8145,8190
498,2,8190,8235
499,2,8235,8280
500,2,8280,8325
501,2,8325,8370
502,2,8370,8415
503,2,8415,8460
504,2,8460,8505
505,2,8505,8550
506,2,8550,8595
507,2,8595,8640
508,2,8640,8685
509,2,8685,8730
510,2,8730,8775
511,2,8775,8820
512,2,8820,8865
513,2,8865,8910
514,2,8910,8955
515,2,8955,9000
516,2,9000,9045
517,2,9045,9090
518,2,9090,9135
519,3,0,45
520,3,45,90
521,3,90,135
522,3,135,180
523,3,180,225
524,3,225,270
525,3,270,315
526,3,315,360
527,3,360,405
528,3,405,450
529,3,450,495
530,3,495,540
531,3,540,585
532,3,585,630
533,3,630,675
534,3,675,720
535,3,720,765
536,3,765,810
537,3,810,855
538,3,855,900
539,3,900,945
540,3,945,990
541,3,990,1035
542,3,1035,1080
543,3,1080,1125
544,3,1125,1170
545,3,1170,1215
546,3,1215,1260
547,3,1260,1305
548,3,1305,1350
549,3,1350,1395
550,3,1395,1440
551,3,1440,1485
552,3,1485,1530
553,3,1530,1575
554,3,1575,1620
555,3,1620,1665
556,3,1665,1710
557,3,1710,1755
558,3,1755,1800
559,3,1800,1845
560,3,1845,1890
561,3,1890,1935
562,3,1935,1980
563,3,1980,2025
564,3,2025,2070
565,3,2070,2115
566,3,2115,2160
567,3,2160,2205
568,3,2205,2250
569,3,2250,2295
570,3,2295,2340
571,3,2340,2385
572,3,2385,2430
573,3,2430,2475
574,3,2475,2520
575,3,2520,2565
576,3,2565,2610
577,3,2610,2655
578,3,2655,2700
579,3,2700,2745
580,3,2745,2790
581,3,2790,2835
582,3,2835,2880
583,3,2880,2925
584,3,2925,2970
585,3,2970,3015
586,3,3015,3060
587,3,3060,3105
588,3,3105,3150
589,3,3150,3195
590,3,3195,3240
591,3,3240,3285
592,3,3285,3330
593,3,3330,3375
594,3,3375,3420
595,3,3420,3465
596,3,3465,3510
597,3,3510,3555
598,3,3555,3600
599,3,3600,3645
600,3,3645,3690
601,3,3690,3735
602,3,3735,3780
603,3,3780,3825
604,3,3825,3870
605,3,3870,3915
606,3,3915,3960
607,3,3960,4005
608,3,4005,4050
609,3,4050,4095
610,3,4095,4140
611,3,4140,4185
612,3,4185,4230
613,3,4230,4275
614,3,4275,4320
615,3,4320,4365
616,3,4365,4410
617,3,4410,4455
618,3,4455,4500
619,3,4500,4545
620,3,4545,4590
621,3,4590,4635
622,3,4635,4680
623,3,4680,4725
624,3,4725,4770
625,3,4770,4815
626,3,4815,4860
627,3,4860,4905
628,3,4905,4950
629,3,4950,4995
630,3,4995,5040
631,3,5040,5085
632,3,5085,5130
633,3,5130,5175
634,3,5175,5220
635,3,5220,5265
636,3,5265,5310
637,3,5310,5355
638,3,5355,5400
639,3,5400,5445
640,3,5445,5490
641,3,5490,5535
642,3,5535,5580
643,3,5580,5625
644,3,5625,5670
645,3,5670,5715
646,3,5715,5760
647,3,5760,5805
648,3,5805,5850
649,3,5850,5895
650,3,5895,5940
651,3,5940,5985
652,3,5985,6030
653,3,6030,6075
654,3,6075,6120
655,3,6120,6165
656,3,6165,6210
657,3,6210,6255
658,3,6255,6300
659,3,6300,6345
660,3,6345,6390
661,3,6390,6435
662,3,6435,6480
663,3,6480,6525
664,3,6525,6570
665,3,6570,6615
666,3,6615,6660
667,3,6660,6705
668,3,6705,6750
669,3,6750,6795
670,3,6795,6840
671,3,6840,6885
672,3,6885,6930
673,3,6930,6975
674,3,6975,7020
675,3,7020,7065
676,3,7065,7110
677,3,7110,7155
678,3,7155,7200
679,3,7200,7245
680,3,7245,7290
681,3,7290,7335
682,3,7335,7380
683,3,7380,7425
684,3,7425,7470
685,3,7470,7515
686,3,7515,7560
687,3,7560,7605
688,3,7605,7650
689,3,7650,7695
690,3,7695,7740
691,3,7740,7785
692,3,7785,7830
693,3,7830,7875
694,3,7875,7920
695,3,7920,7965
696,3,7965,8010
697,3,8010,8055
698,3,8055,8100
699,3,8100,8145
700,3,8145,8190
701,3,8190,8235
702,3,8235,8280
703,3,8280,8325
704,3,8325,8370
705,3,8370,8415
706,3,8415,8460
707,3,8460,8505
708,3,8505,8550
709,3,8550,8595
710,3,8595,8640
711,3,8640,8685
712,3,8685,8730
713,3,8730,8775
714,3,8775,8820
715,3,8820,8865
716,3,8865,8910
717,3,8910,8955
718,3,8955,9000
719,3,9000,9045
720,3,9045,9090
721,3,9090,9135
722,4,0,45
723,4,45,90
724,4,90,135
725,4,135,180
726,4,180,225
727,4,225,270
728,4,270,315
729,4,315,360
730,4,360,405
731,4,405,450
732,4,450,495
733,4,495,540
734,4,540,585
735,4,585,630
736,4,630,675
737,4,675,720
738,4,720,765
739,4,765,810
740,4,810,855
741,4,855,900
742,4,900,945
743,4,945,990
744,4,990,1035
745,4,1035,1080
746,4,1080,1125
747,4,1125,1170
748,4,1170,1215
749,4,1215,1260
750,4,1260,1305
751,4,1305,1350
752,4,1350,1395
753,4,1395,1440
754,4,1440,1485
755,4,1485,1530
756,4,1530,1575
757,4,1575,1620
758,4,1620,1665
759,4,1665,1710
760,4,1710,1755
761,4,1755,1800
762,4,1800,1845
763,4,1845,1890
764,4,1890,1935
765,4,1935,1980
766,4,1980,2025
767,4,2025,2070
768,4,2070,2115
769,4,2115,2160
770,4,2160,2205
771,4,2205,2250
772,4,2250,2295
773,4,2295,2340
774,4,2340,2385
775,4,2385,2430
776,4,2430,2475
777,4,2475,2520
778,4,2520,2565
779,4,2565,2610
780,4,2610,2655
781,4,2655,2700
782,4,2700,2745
783,4,2745,2790
784,4,2790,2835
785,4,2835,2880
786,4,2880,2925
787,4,2925,2970
788,4,2970,3015
789,4,3015,3060
790,4,3060,3105
791,4,3105,3150
792,4,3150,3195
793,4,3195,3240
794,4,3240,3285
795,4,3285,3330
796,4,3330,3375
797,4,3375,3420
798,4,3420,3465
799,4,3465,3510
800,4,3510,3555
801,4,3555,3600
802,4,3600,3645
803,4,3645,3690
804,4,3690,3735
805,4,3735,3780
806,4,3780,3825
807,4,3825,3870
808,4,3870,3915
809,4,3915,3960
810,4,3960,4005
811,4,4005,4050
812,4,4050,4095
813,4,4095,4140
814,4,4140,4185
815,4,4185,4230
816,4,4230,4275
817,4,4275,4320
818,4,4320,4365
819,4,4365,4410
820,4,4410,4455
821,4,4455,4500
822,4,4500,4545
823,4,4545,4590
824,4,4590,4635
825,4,4635,4680
826,4,4680,4725
827,4,4725,4770
828,4,4770,4815
829,4,4815,4860
830,4,4860,4905
831,4,4905,4950
832,4,4950,4995
833,4,4995,5040
834,4,5040,5085
835,4,5085,5130
836,4,5130,5175
837,4,5175,5220
838,4,5220,5265
839,4,5265,5310
840,4,5310,5355
841,4,5355,5400
842,4,5400,5445
843,4,5445,5490
844,4,5490,5535
845,4,5535,5580
846,4,5580,5625
847,4,5625,5670
848,4,5670,5715
849,4,5715,5760
850,4,5760,5805
851,4,5805,5850
852,4,5850,5895
853,4,5895,5940
854,4,5940,5985
855,4,5985,6030
856,4,6030,6075
857,4,6075,6120
858,4,6120,6165
859,4,6165,6210
860,4,6210,6255
861,4,6255,6300
862,4,6300,6345
863,4,6345,6390
864,4,6390,6435
865,4,6435,6480
866,4,6480,6525
867,4,6525,6570
868,4,6570,6615
869,4,6615,6660
870,4,6660,6705
871,4,6705,6750
872,4,6750,6795
873,4,6795,6840
874,4,6840,6885
875,4,6885,6930
876,4,6930,6975
877,4,6975,7020
878,4,7020,7065
879,4,7065,7110
880,4,7110,7155
881,4,7155,7200
882,4,7200,7245
883,4,7245,7290
884,4,7290,7335
885,4,7335,7380
886,4,7380,7425
887,4,7425,7470
888,4,7470,7515
889,4,7515,7560
890,4,7560,7605
891,4,7605,7650
892,4,7650,7695
893,4,7695,7740
894,4,7740,7785
895,4,7785,7830
896,4,7830,7875
897,4,7875,7920
898,4,7920,7965
899,4,7965,8010
900,4,8010,8055
901,4,8055,8100
902,4,8100,8145
903,4,8145,8190
904,4,8190,8235
905,4,8235,8280
906,4,8280,8325
907,4,8325,8370
908,4,8370,8415
909,4,8415,8460
910,4,8460,8505
911,4,8505,8550
912,4,8550,8595
913,4,8595,8640
914,4,8640,8685
915,4,8685,8730
916,4,8730,8775
917,4,8775,8820
918,4,8820,8865
919,4,8865,8910
920,4,8910,8955
921,4,8955,9000
922,4,9000,9045
923,4,9045,9090
924,4,9090,9135
925,5,0,45
926,5,45,90
927,5,90,135
928,5,135,180
929,5,180,225
930,5,225,270
931,5,270,315
932,5,315,360
933,5,360,405
934,5,405,450
935,5,450,495
936,5,495,540
937,5,540,585
938,5,585,630
939,5,630,675
940,5,675,720
941,5,720,765
942,5,765,810
943,5,810,855
944,5,855,900
945,5,900,945
946,5,945,990
947,5,990,1035
948,5,1035,1080
949,5,1080,1125
950,5,1125,1170
951,5,1170,1215
952,5,1215,1260
953,5,1260,1305
954,5,1305,1350
955,5,1350,1395
956,5,1395,1440
957,5,1440,1485
958,5,1485,1530
959,5,1530,1575
960,5,1575,1620
961,5,1620,1665
962,5,1665,1710
963,5,1710,1755
964,5,1755,1800
965,5,1800,1845
966,5,1845,1890
967,5,1890,1935
968,5,1935,1980
969,5,1980,2025
970,5,2025,2070
971,5,2070,2115
972,5,2115,2160
973,5,2160,2205
974,5,2205,2250
975,5,2250,2295
976,5,2295,2340
977,5,2340,2385
978,5,2385,2430
979,5,2430,2475
980,5,2475,2520
981,5,2520,2565
982,5,2565,2610
983,5,2610,2655
984,5,2655,2700
985,5,2700,2745
986,5,2745,2790
987,5,2790,2835
988,5,2835,2880
989,5,2880,2925
990,5,2925,2970
991,5,2970,3015
992,5,3015,3060
993,5,3060,3105
994,5,3105,3150
995,5,3150,3195
996,5,3195,3240
997,5,3240,3285
998,5,3285,3330
999,5,3330,3375
1000,5,3375,3420
1001,5,3420,3465
1002,5,3465,3510
1003,5,3510,3555
1004,5,3555,3600
1005,5,3600,3645
1006,5,3645,3690
1007,5,3690,3735
1008,5,3735,3780
1009,5,3780,3825
1010,5,3825,3870
1011,6,0,45
1012,6,45,90
1013,6,90,135
1014,6,135,180
1015,6,180,225
1016,6,225,270
1017,6,270,315
1018,6,315,360
1019,6,360,405
1020,6,405,450
1021,6,450,495
1022,6,495,540
1023,6,540,585
1024,6,585,630
1025,6,630,675
1026,6,675,720
1027,6,720,765
1028,6,765,810
1029,6,810,855
1030,6,855,900
1031,6,900,945
1032,6,945,990
1033,6,990,1035
1034,6,1035,1080
1035,6,1080,1125
1036,6,1125,1170
1037,6,1170,1215
1038,6,1215,1260
1039,6,1260,1305
1040,6,1305,1350
1041,6,1350,1395
1042,6,1395,1440
1043,6,1440,1485
1044,6,1485,1530
1045,6,1530,1575
1046,6,1575,1620
1047,6,1620,1665
1048,6,1665,1710
1049,6,1710,1755
1050,6,1755,1800
1051,6,1800,1845
1052,6,1845,1890
1053,6,1890,1935
1054,6,1935,1980
1055,6,1980,2025
1056,6,2025,2070
1057,6,2070,2115
1058,6,2115,2160
1059,6,2160,2205
1060,6,2205,2250
1061,6,2250,2295
1062,6,2295,2340
1063,6,2340,2385
1064,6,2385,2430
1065,6,2430,2475
1066,6,2475,2520
1067,6,2520,2565
1068,6,2565,2610
1069,6,2610,2655
1070,6,2655,2700
1071,6,2700,2745
1072,6,2745,2790
1073,6,2790,2835
1074,6,2835,2880
1075,6,2880,2925
1076,6,2925,2970
1077,6,2970,3015
1078,6,3015,3060
1079,6,3060,3105
1080,6,3105,3150
1081,6,3150,3195
1082,6,3195,3240
1083,6,3240,3285
1084,6,3285,3330
1085,6,3330,3375
1086,6,3375,3420
1087,6,3420,3465
1088,6,3465,3510
1089,6,3510,3555
1090,6,3555,3600
1091,6,3600,3645
1092,6,3645,3690
1093,6,3690,3735
1094,6,3735,3780
1095,6,3780,3825
1096,6,3825,3870
1097,7,0,45
1098,7,45,90
1099,7,90,135
1100,7,135,180
1101,7,180,225
1102,7,225,270
1103,7,270,315
1104,7,315,360
1105,7,360,405
1106,7,405,450
1107,7,450,495
1108,7,495,540
1109,7,540,585
1110,7,585,630
1111,7,630,675
1112,7,675,720
1113,7,720,765
1114,7,765,810
1115,7,810,855
1116,7,855,900
1117,7,900,945
1118,7,945,990
1119,7,990,1035
1120,7,1035,1080
1121,7,1080,1125
1122,7,1125,1170
1123,7,1170,1215
1124,7,1215,1260
1125,7,1260,1305
1126,7,1305,1350
1127,7,1350,1395
1128,7,1395,1440
1129,7,1440,1485
1130,7,1485,1530
1131,7,1530,1575
1132,7,1575,1620
1133,7,1620,1665
1134,7,1665,1710
1135,7,1710,1755
1136,7,1755,1800
1137,7,1800,1845
1138,7,1845,1890
1139,7,1890,1935
1140,7,1935,1980
1141,7,1980,2025
1142,7,2025,2070
1143,7,2070,2115
1144,7,2115,2160
1145,7,2160,2205
1146,7,2205,2250
1147,7,2250,2295
1148,7,2295,2340
1149,7,2340,2385
1150,7,2385,2430
1151,7,2430,2475
1152,7,2475,2520
1153,7,2520,2565
1154,7,2565,2610
1155,7,2610,2655
1156,7,2655,2700
1157,7,2700,2745
1158,7,2745,2790
1159,7,2790,2835
1160,7,2835,2880
1161,7,2880,2925
1162,7,2925,2970
1163,7,2970,3015
1164,7,3015,3060
1165,7,3060,3105
1166,7,3105,3150
1167,7,3150,3195
1168,7,3195,3240
1169,7,3240,3285
1170,7,3285,3330
1171,7,3330,3375
1172,7,3375,3420
1173,7,3420,3465
1174,7,3465,3510
1175,7,3510,3555
1176,7,3555,3600
1177,7,3600,3645
1178,7,3645,3690
1179,7,3690,3735
1180,7,3735,3780
1181,7,3780,3825
1182,7,3825,3870
1183,8,0,45
1184,8,45,90
1185,8,90,135
1186,8,135,180
1187,8,180,225
1188,8,225,270
1189,8,270,315
1190,8,315,360
1191,8,360,405
1192,8,405,450
1193,8,450,495
1194,8,495,540
1195,8,540,585
1196,8,585,630
1197,8,630,675
1198,8,675,720
1199,8,720,765
1200,8,765,810
1201,8,810,855
1202,8,855,900
1203,8,900,945
1204,8,945,990
1205,8,990,1035
1206,8,1035,1080
1207,8,1080,1125
1208,8,1125,1170
1209,8,1170,1215
1210,8,1215,1260
1211,8,1260,1305
1212,8,1305,1350
1213,8,1350,1395
1214,8,1395,1440
1215,8,1440,1485
1216,8,1485,1530
1217,8,1530,1575
1218,8,1575,1620
1219,8,1620,1665
1220,8,1665,1710
1221,8,1710,1755
1222,8,1755,1800
1223,8,1800,1845
1224,8,1845,1890
1225,8,1890,1935
1226,8,1935,1980
1227,8,1980,2025
1228,8,2025,2070
1229,8,2070,2115
1230,8,2115,2160
1231,8,2160,2205
1232,8,2205,2250
1233,8,2250,2295
1234,8,2295,2340
1235,8,2340,2385
1236,8,2385,2430
1237,8,2430,2475
1238,8,2475,2520
1239,8,2520,2565
1240,8,2565,2610
1241,8,2610,2655
1242,8,2655,2700
1243,8,2700,2745
1244,8,2745,2790
1245,8,2790,2835
1246,8,2835,2880
1247,8,2880,2925
1248,8,2925,2970
1249,8,2970,3015
1250,8,3015,3060
1251,8,3060,3105
1252,8,3105,3150
1253,8,3150,3195
1254,8,3195,3240
1255,8,3240,3285
1256,8,3285,3330
1257,8,3330,3375
1258,8,3375,3420
1259,8,3420,3465
1260,8,3465,3510
1261,8,3510,3555
1262,8,3555,3600
1263,8,3600,3645
1264,8,3645,3690
1265,8,3690,3735
1266,8,3735,3780
1267,8,3780,3825
1268,8,3825,3870
1269,8,3870,3915
1270,8,3915,3960
1271,8,3960,4005
1272,8,4005,4050
1273,8,4050,4095
1274,8,4095,4140
1275,8,4140,4185
1276,8,4185,4230
1277,8,4230,4275
1278,8,4275,4320
1279,8,4320,4365
1280,8,4365,4410
1281,8,4410,4455
1282,8,4455,4500
1283,8,4500,4545
1284,8,4545,4590
1285,8,4590,4635
1286,8,4635,4680
1287,8,4680,4725
1288,8,4725,4770
1289,8,4770,4815
1290,8,4815,4860
1291,8,4860,4905
1292,8,4905,4950
1293,8,4950,4995
1294,8,4995,5040
1295,8,5040,5085
1296,8,5085,5130
1297,8,5130,5175
1298,8,5175,5220
1299,8,5220,5265
1300,8,5265,5310
1301,8,5310,5355
1302,8,5355,5400
1303,8,5400,5445
1304,8,5445,5490
1305,8,5490,5535
1306,8,5535,5580
1307,8,5580,5625
1308,8,5625,5670
1309,8,5670,5715
1310,8,5715,5760
1311,8,5760,5805
1312,8,5805,5850
1313,8,5850,5895
1314,8,5895,5940
1315,8,5940,5985
1316,8,5985,6030
1317,8,6030,6075
1318,8,6075,6120
1319,8,6120,6165
1320,8,6165,6210
1321,8,6210,6255
1322,8,6255,6300
1323,8,6300,6345
1324,8,6345,6390
1325,8,6390,6435
1326,8,6435,6480
1327,8,6480,6525
1328,8,6525,6570
1329,8,6570,6615
1330,8,6615,6660
1331,8,6660,6705
1332,9,0,45
1333,9,45,90
1334,9,90,135
1335,9,135,180
1336,9,180,225
1337,9,225,270
1338,9,270,315
1339,9,315,360
1340,9,360,405
1341,9,405,450
1342,9,450,495
1343,9,495,540
1344,9,540,585
1345,9,585,630
1346,9,630,675
1347,9,675,720
1348,9,720,765
1349,9,765,810
1350,9,810,855
1351,9,855,900
1352,9,900,945
1353,9,945,990
1354,9,990,1035
1355,9,1035,1080
1356,9,1080,1125
1357,9,1125,1170
1358,9,1170,1215
1359,9,1215,1260
1360,9,1260,1305
1361,9,1305,1350
1362,9,1350,1395
1363,9,1395,1440
1364,9,1440,1485
1365,9,1485,1530
1366,9,1530,1575
1367,9,1575,1620
1368,9,1620,1665
1369,9,1665,1710
1370,9,1710,1755
1371,9,1755,1800
1372,9,1800,1845
1373,9,1845,1890
1374,9,1890,1935
1375,9,1935,1980
1376,9,1980,2025
1377,9,2025,2070
1378,9,2070,2115
1379,9,2115,2160
1380,9,2160,2205
1381,9,2205,2250
1382,9,2250,2295
1383,9,2295,2340
1384,9,2340,2385
1385,9,2385,2430
1386,9,2430,2475
1387,9,2475,2520
1388,9,2520,2565
1389,9,2565,2610
1390,9,2610,2655
1391,9,2655,2700
1392,9,2700,2745
1393,9,2745,2790
1394,9,2790,2835
1395,9,2835,2880
1396,9,2880,2925
1397,9,2925,2970
1398,9,2970,3015
1399,9,3015,3060
